sample_id,profile_id,time_s,altitude_m,air_density_kg_m3,ambient_temp_c,cooling_air_speed_mps,speed_rpm,torque_nm,voltage_v,current_a,winding_temp_c,output_power_w,input_power_w,copper_loss_w,iron_loss_w,mechanical_loss_w,total_loss_w,thermal_resistance_k_per_w,thermal_time_constant_s,steady_state_temp_c,temperature_margin_c,is_overheated,mission_segment
694,6,465.0,18738.9,0.13511,-58.0,22.402,4124.6,12.4367,540.739,11.3581,31.532,5371.683,6141.765,9.676,46.323,104.067,495.574,0.200717,1442.212,41.47,33.468,0,loiter
695,6,470.0,18576.9,0.13771,-58.0,22.182,4627.5,12.34398,268.09,24.847,30.598,5981.756,6661.248,46.312,56.816,106.931,468.247,0.201707,1417.064,36.448,34.402,0,loiter
696,6,475.0,18677.8,0.13609,-58.0,22.284,3936.0,11.68684,269.113,19.9579,29.91,4817.047,5370.916,29.881,42.224,102.304,383.112,0.201246,1432.66,19.1,35.09,0,loiter
697,6,480.0,18575.7,0.13773,-58.0,22.256,4231.7,11.90138,352.308,16.6175,30.315,5274.019,5854.48,20.713,48.251,104.245,397.197,0.201373,1416.865,21.985,34.685,0,loiter
698,6,485.0,18622.8,0.13697,-58.0,23.567,4309.4,12.42659,539.878,11.7444,29.627,5607.911,6340.549,10.345,49.372,110.055,479.348,0.19569,1424.131,35.803,35.373,0,loiter
699,6,490.0,18585.9,0.13757,-58.0,18.882,4189.3,12.80035,348.229,18.1045,29.546,5615.585,6304.512,24.584,47.265,90.447,451.944,0.218623,1418.443,40.805,35.454,0,loiter
700,6,495.0,18680.1,0.13605,-58.0,22.632,4212.6,12.00034,270.043,22.2232,31.639,5293.819,6001.241,37.048,47.375,105.613,474.598,0.199691,1433.023,36.773,33.361,0,loiter
701,6,500.0,18688.5,0.13592,-58.0,21.719,4398.7,11.9626,271.519,22.6335,32.189,5510.358,6145.42,38.431,51.306,103.323,436.161,0.203846,1434.328,30.91,32.811,0,loiter
702,6,505.0,18600.5,0.13733,-58.0,21.852,3692.3,10.99987,271.347,18.0249,32.099,4253.185,4890.988,24.374,37.339,98.995,423.111,0.203226,1420.691,27.987,32.901,0,loiter
703,6,510.0,18593.7,0.13744,-58.0,25.087,4113.5,10.98014,540.983,10.0269,30.551,4729.91,5424.391,7.542,44.685,114.732,457.096,0.189669,1419.647,28.697,34.449,0,loiter
704,6,515.0,18662.8,0.13633,-58.0,22.292,3819.1,9.98825,352.751,12.7047,30.37,3994.618,4481.586,12.108,39.215,101.567,336.633,0.201208,1430.328,9.733,34.63,0,loiter
705,6,520.0,18815.1,0.13391,-58.0,23.164,3818.3,11.64239,540.915,9.8447,30.378,4655.18,5325.135,7.268,39.743,105.05,436.903,0.197384,1454.205,28.238,34.622,0,loiter
706,6,525.0,18706.3,0.13563,-58.0,21.417,4119.1,9.88306,352.4,13.9854,31.214,4263.096,4928.458,14.668,44.133,100.088,437.449,0.205281,1437.111,31.8,33.786,0,loiter
707,6,530.0,18611.2,0.13716,-58.0,24.314,3750.6,10.30421,537.051,8.5247,30.204,4047.073,4578.224,5.45,38.346,109.211,360.986,0.192663,1422.341,11.549,34.796,0,loiter
708,6,535.0,18952.6,0.13176,-58.0,20.645,3689.1,10.37293,353.023,12.8574,31.632,4007.26,4538.944,12.394,36.659,94.147,356.867,0.209083,1476.122,16.615,33.368,0,loiter
709,6,540.0,18822.1,0.1338,-58.0,20.448,4021.6,12.57164,350.049,16.5596,29.409,5294.405,5796.689,20.556,44.04,95.538,348.317,0.210088,1455.318,15.177,35.591,0,loiter
710,6,545.0,18644.0,0.13663,-58.0,23.661,3899.7,9.6608,350.111,13.1028,31.674,3945.227,4587.412,12.867,40.189,107.572,425.484,0.1953,1427.414,25.097,33.326,0,loiter
711,6,550.0,18762.5,0.13474,-58.0,20.722,3796.8,9.90691,270.697,16.486,29.245,3939.016,4462.708,20.368,37.982,95.14,357.102,0.208694,1445.918,16.525,35.755,0,loiter
712,6,555.0,18729.2,0.13527,-58.0,21.713,3703.9,10.04373,535.213,7.9252,29.078,3895.725,4241.647,4.706,36.389,98.514,253.081,0.203874,1440.694,-6.403,35.922,0,loiter
713,6,560.0,18834.7,0.1336,-58.0,24.503,3602.3,10.00167,349.377,12.3748,30.305,3772.918,4323.477,11.469,34.853,109.042,372.721,0.191917,1457.313,13.531,34.695,0,loiter
714,6,565.0,18883.8,0.13283,-58.0,22.912,3790.4,10.37068,541.135,8.9441,30.315,4116.429,4839.946,5.99,37.922,103.861,464.432,0.198468,1465.109,34.175,34.685,0,loiter
715,6,570.0,18962.2,0.13161,-58.0,24.101,3429.2,8.83104,269.912,13.3722,29.801,3171.248,3609.32,13.39,31.299,106.401,308.93,0.19351,1477.675,1.781,35.199,0,loiter
716,6,575.0,19110.1,0.12934,-58.0,22.252,3398.6,9.92376,540.541,7.1996,29.823,3531.843,3891.676,3.88,31.573,98.825,258.333,0.201392,1501.673,-5.974,35.177,0,loiter
717,6,580.0,18899.3,0.13259,-58.0,24.253,3956.3,11.88767,268.264,21.0535,29.748,4925.052,5647.894,33.163,41.871,110.316,480.971,0.192904,1467.59,34.781,35.252,0,loiter
718,6,585.0,18824.6,0.13376,-58.0,23.841,3601.3,9.06995,272.182,14.3359,30.851,3420.547,3901.962,15.377,34.041,106.388,334.891,0.194563,1455.71,7.157,34.149,0,loiter
719,6,590.0,18758.3,0.13481,-58.0,24.107,3694.8,9.44876,348.598,12.2956,30.641,3655.877,4286.22,11.309,35.728,108.033,416.47,0.193486,1445.247,22.581,34.359,0,loiter
720,6,595.0,19081.0,0.12978,-58.0,21.562,3562.6,10.30273,270.508,15.9369,30.022,3843.733,4311.052,18.996,34.33,97.037,324.689,0.204587,1496.912,8.427,34.978,0,loiter
